Task ID,TF1,TF2,TF3,TF4,TF5,TF6,TF7,TF8,TF9,TF10,TF11,TF12,TF13,TF14,TF15,TF16,TF17,TF18,TF19,TF20,TF21,TF22,TF23,TF24,TF25,TF26,TF27,TF28,TF29,TF30,TF31,TF32,TF33,TF34,TF35,TF36,TF37,TF38,TF39,TF40,TF41,TF42,TF43,TF44,TF45,TF46,TF47,TF48,TF49,TF50,TF51,TF52,TF53,TF54,TF55,TF56,TF57,TF58,TF59,TF60,TF61,TF62,TF63,TF64,TF65,TF66,TF67,TF68,TF69,TF70,TF71,TF72,TF73,TF74,TF75,TF76,TF77,TF78,TF79,TF80,TF81,TF82,TF83,TF84,TF85,TF86,TF87,TF88,TF89,TF90,TF91,TF92,TF93,TF94,TF95,TF96,TF97,TF98,TF99,TF100,TF101,TF102,TF103,TF104,TF105,TF106,TF107,TF108,TF109,TF110,TF111,TF112,TF113,TF114,TF115,TF116
T104,1,2429,407728288,642,26.4306298888431%,40030667,10%,824,0.339234252778921,79234023,0.19,445,0.183202964182791,41652906,0.1,1393.64,387.26,0.880218404004579,2200,800.0,95.62,36.82,169,2412593.42,3850097.66,30004733,17856,14.3727810650887,26.3808546642234,244,1,13.0666941128036,26.6651948728791,97,1,182,31351208,0.07,0.08,1554,167800557,0.64,0.41,427,57377430,0.18,0.14,1309,141774335,0.54,0.35,693,0.29,208576523,0.51,1736,0.71,199151765,0.49,893,0.51,98853151,0.5,0.49,100298614,0.5,5504.26,35435.22,4000,414911,0,48.33,55.37,244,0,5876447.1,7650096.43,26692829,0,104,176.4,153.55,494,0,24802152.58,23869271.61,79394221,0,94.73,106.06,418,0,12380784.01,13378667.3,57725364,0,99.26,90.06,268,0,12245609.34,12729272.67,43479548,0,10.0,31.93,238,0,2590884.28,7980404.18,56336932,0,99,0.0407575133799917,3394993,0.01
T105,1,1127,71490927,724,64.2413487133984%,46889265,66%,223,0.197870452528837,9828626,0.14,239,0.21206743566992,11465947,0.16,1318.7,170.12,-0.284697874489207,1607,785.5,108.1,16.16,55,1299835.04,3319209.63,22993349,13597,20.490909090909,42.3957862717828,280,1,28.5270629991126,37.4008686720402,97,1,104,4705187,0.09,0.07,956,64203813,0.85,0.9,138,7255667,0.12,0.1,922,61653333,0.82,0.86,67,0.06,2581927,0.04,1060,0.94,68909000,0.96,341,0.32,16470614,0.24,0.68,52438386,0.76,9014.38,54617.06,3,414911,0,66.17,74.25,260,0,5206782.8,6925669.44,21659826,0,16,102.1,96.74,296,0,7632279.09,8879445.55,25535465,0,63.7,93.2,277,0,5706443.38,8964756.13,24217372,0,91.58,89.64,272,0,6566811.5,7699243.25,23474138,0,0.0,0.0,0,0,0.0,0.0,0,0,75,0.0665483584738243,2538489,0.04
T106,1,2175,407992041,654,30.0689655172413%,49386554,12%,730,0.335632183908046,78266446,0.19,398,0.182988505747126,41420391,0.1,1370.13,352.88,0.885998234722266,2200,800.0,96.5,36.56,165,2472679.04,4091252.96,37210439,18130,13.1818181818181,25.7512189451657,264,1,15.3848275862068,29.2684722516232,102,1,185,32442531,0.09,0.08,1448,168912759,0.67,0.41,383,55304764,0.18,0.14,1250,146050526,0.57,0.36,542,0.25,206636751,0.51,1633,0.75,201355290,0.49,806,0.49,95394351,0.47,0.51,105960939,0.53,9072.0,51189.18,4000,414910,0,45.28,56.36,244,0,5974446.31,8465987.38,31320277,0,108,143.57,126.7,414,0,21964585.87,20920997.81,77863883,0,84.09,96.73,358,0,11936043.33,13956157.11,55172375,0,85.62,82.1,262,0,11288117.79,11849707.42,40703330,0,6.61,19.53,115,0,2209123.89,7847881.41,53565617,0,253,0.116321839080459,13620215,0.03
T107,1,2663,446630601,725,27.2249342846413%,50873444,11%,883,0.331580923770184,89577649,0.2,452,0.169733383402178,48222998,0.11,1402.43,379.06,0.764780149770905,2200,800.0,94.94,36.25,165,2706852.13,4350482.74,35582385,20408,16.1393939393939,27.713230302092,236,1,12.247465264739,25.3742233332084,102,1,219,34512963,0.08,0.08,1686,190050502,0.63,0.43,477,62902091,0.18,0.14,1428,161661374,0.54,0.36,758,0.28,222067136,0.5,1905,0.72,224563465,0.5,958,0.5,106912634,0.48,0.5,117650831,0.52,3822.34,25320.69,4000,414910,0,46.12,50.64,231,0,6130061.17,8136033.34,30340079,0,98,168.44,150.09,525,0,24596947.55,24781917.18,87199134,0,92.16,105.23,422,0,12689859.17,14917282.63,61106279,0,92.91,82.99,260,0,12217290.98,13004275.64,46616896,0,8.95,29.14,218,0,2500806.74,8470814.54,62020183,0,207,0.0777318813368381,13157905,0.03
T108,1,3093,488488490,1132,36.5987714193339%,87781110,18%,954,0.308438409311348,94217189,0.19,547,0.176850953766569,53550954,0.11,1380.93,345.92,0.862398577711331,2200,800.0,98.62,33.96,164,2978588.35,5057208.92,47350049,20408,18.8597560975609,40.9058303845472,446,1,15.67959909473,28.2865436554868,102,1,233,35426060,0.08,0.07,2140,232433554,0.69,0.48,515,65169878,0.17,0.13,1858,202689736,0.6,0.41,720,0.23,220628876,0.45,2373,0.77,267859614,0.55,956,0.4,108392587,0.4,0.6,159467027,0.6,3529.13,23517.06,4000,414910,0,68.21,88.44,346,0,7830305.74,11103105.98,39423659,0,96,208.19,182.35,569,0,26979948.94,24160115.19,85478119,0,130.43,144.6,465,0,15529403.09,16643603.68,59757972,0,126.68,123.06,388,0,14609835.76,14827728.17,46613987,0,6.72,23.47,180,0,2003764.57,7697184.48,60265129,0,159,0.0514064015518913,10236654,0.02
T109,1,3358,505339277,1145,34.0976771888028%,87078762,17%,1106,0.329362715902322,104790122,0.21,638,0.189994044073853,58818122,0.12,1369.71,342.31,0.876170617232486,2200,800.0,98.75,34.01,165,3062662.28,4866487.93,42769829,20228,20.3515151515151,40.7478573521096,421,1,14.1468135795116,26.619432144226,97,1,263,37185846,0.08,0.07,2303,241856841,0.69,0.48,612,71518013,0.18,0.14,1954,207524674,0.58,0.41,792,0.24,226296590,0.45,2566,0.76,279042687,0.55,1131,0.44,120486150,0.43,0.56,158556537,0.57,3867.89,25704.75,4000,414910,0,67.46,79.03,330,0,7310537.99,9303129.67,34989438,0,99,236.52,211.0,692,0,28747799.49,24253172.12,85440744,0,141.2,155.36,581,0,15994172.24,16389949.3,59757972,0,136.67,125.96,378,0,14946216.74,13720737.06,45288927,0,8.71,28.48,184,0,2151790.13,7769386.98,60227754,0,151,0.0449672424061941,7458837,0.01
T110,1,2945,474783764,971,32.9711375212224%,73329405,15%,963,0.326994906621392,93136347,0.2,519,0.17623089983022,49539124,0.1,1366.67,333.36,0.809922700824976,2200,800.0,97.75,34.63,164,2895022.95,4391337.66,35730331,22447,17.9573170731707,33.9288954452097,339,1,13.5426146010186,25.9077645284695,97,1,243,36016490,0.08,0.08,1983,217727386,0.67,0.46,534,66245511,0.18,0.14,1692,187498365,0.57,0.39,719,0.24,221039888,0.47,2226,0.76,253743876,0.53,1025,0.46,113120186,0.45,0.54,140623690,0.55,3760.75,22849.44,4000,414909,0,56.09,62.27,274,0,6077175.77,7558562.63,29585117,0,98,200.07,175.52,591,0,25624812.79,21708315.03,83034790,0,113.5,124.43,505,0,13761661.1,14176455.89,57840353,0,115.04,100.9,308,0,12886900.98,11487656.61,43371308,0,7.89,26.52,206,0,2158247.37,7787013.68,58082113,0,278,0.0943972835314091,12646919,0.03
T111,1,2862,473402413,987,34.4863731656184%,75640988,16%,894,0.312368972746331,90027188,0.19,501,0.175052410901467,49977986,0.11,1385.86,352.84,0.853027338126722,2200,800.0,97.89,34.36,165,2869105.53,4400850.54,35808925,22447,17.3454545454545,33.7367235938377,348,1,14.049965059399,26.5670812474886,97,1,233,35508593,0.08,0.08,1965,217391202,0.69,0.46,511,64131306,0.18,0.14,1687,188768489,0.59,0.4,664,0.23,220502618,0.47,2198,0.77,252899795,0.53,978,0.44,109880116,0.43,0.56,143019679,0.57,2570.98,15557.5,3,414909,0,55.17,64.66,280,0,6315674.05,8106311.42,29786136,0,99,192.8,166.97,540,0,26159962.41,23570095.75,86012348,0,112.25,123.31,477,0,13882924.16,14716385.57,60820849,0,113.25,102.29,325,0,13501746.0,12915011.19,46348866,0,7.56,25.68,192,0,2229340.96,8140416.84,61062609,0,195,0.0681341719077568,9710308,0.02
T112,1,3069,481184470,1002,32.6490713587487%,75471523,16%,952,0.310198761811665,93188103,0.19,514,0.167481264255457,50398075,0.1,1386.23,347.85,0.803135106156733,2200,757.0,96.57,34.51,166,2898701.63,4410481.7,35371707,20404,18.4879518072289,35.5095783837488,352,1,13.664385793418,26.3733864745379,102,1,242,37605519,0.08,0.08,2020,218100821,0.66,0.45,543,67483204,0.18,0.14,1719,188223136,0.56,0.39,807,0.26,225478130,0.47,2262,0.74,255706340,0.53,1026,0.45,113285970,0.44,0.55,142420370,0.56,5324.31,36422.96,4000,414909,0,56.9,64.55,290,0,6267651.6,7830855.33,29420588,0,96,199.35,167.4,554,0,26725574.17,23628637.38,86012348,0,112.34,125.24,486,0,14034716.87,14588006.38,60820849,0,117.88,103.21,336,0,13612182.25,12638792.6,46348866,0,9.35,30.73,204,0,2358904.7,8041786.44,61062609,0,195,0.0635386119257087,9419595,0.02
T113,1,3045,479959795,1128,37.0443349753694%,76228436,16%,993,0.326108374384236,96466549,0.2,569,0.186863711001642,53702969,0.11,1374.58,347.63,0.904966139781606,2200,757.0,98.73,33.5,164,2926584.12,4339080.35,33837747,20404,18.5670731707317,36.348539619707,375,1,14.2663382594417,26.719309212261,102,1,256,38051037,0.08,0.08,2060,217932923,0.68,0.45,550,68954141,0.18,0.14,1766,187029819,0.58,0.39,729,0.24,223975835,0.47,2316,0.76,255983960,0.53,1024,0.44,114118739,0.45,0.56,141865221,0.55,6536.22,42798.29,4000,414909,0,53.27,59.01,265,0,5743750.97,7007144.77,27292772,0,97,180.85,159.18,531,0,24343653.79,22938883.54,85972817,0,104.87,119.36,466,0,12722533.69,14004493.75,60781318,0,107.03,94.47,320,0,12412368.62,11847522.36,46309335,0,7.11,24.96,192,0,2093784.55,7900613.09,61023078,0,127,0.0417077175697865,5627091,0.01
T114,1,3070,487226331,1038,33.8110749185667%,78940152,16%,1033,0.336482084690553,101742250,0.21,583,0.189902280130293,58437359,0.12,1370.14,346.57,0.855858503301572,2200,757.0,98.65,34.17,164,2970892.26,4064560.19,29571485,20404,18.7195121951219,32.1981115897289,297,1,12.0136807817589,24.222530742491,97,1,220,38927312,0.07,0.08,2058,221991277,0.67,0.46,530,71352582,0.17,0.15,1748,189566007,0.57,0.39,792,0.26,226307742,0.46,2278,0.74,260918589,0.54,1026,0.45,119092267,0.46,0.55,141826322,0.54,2798.09,13039.1,4000,414908,0,44.24,41.92,195,0,4812369.43,5326238.43,26450156,0,92,168.04,151.32,538,0,22959732.99,21942282.42,85169277,0,93.75,107.42,464,0,11770367.2,13289765.9,59978387,0,93.25,79.36,257,0,11111283.85,10467594.95,45505795,0,7.41,24.72,172,0,2120079.95,7831789.22,60220147,0,234,0.0762214983713355,12891537,0.03
T115,1,3056,485721704,1025,33.5405759162303%,77261512,16%,1092,0.357329842931937,103688399,0.21,632,0.206806282722513,60375730,0.12,1343.78,331.44,0.929939977670063,2200,757.0,100.89,33.37,164,2961717.71,3945576.76,27723596,20928,18.6341463414634,31.0831113061297,273,1,11.6907722513089,23.6678929920536,97,1,233,39250023,0.08,0.08,2131,223875876,0.7,0.46,545,71893482,0.18,0.15,1819,191232417,0.6,0.39,692,0.23,222595805,0.46,2364,0.77,263125899,0.54,1064,0.45,119657399,0.45,0.55,143468500,0.55,3063.4,21197.15,3,414908,0,43.88,41.53,192,0,4458253.73,4889888.19,25581168,0,88,177.18,172.56,598,0,21737144.5,20497611.05,83406932,0,100.31,117.82,514,0,11331626.91,13109375.31,58168673,0,96.85,87.11,290,0,10391536.0,9362959.75,43670730,0,5.28,18.25,126,0,1811337.29,7504904.57,58410433,0,231,0.0755890052356021,12642581,0.03
T116,1,3516,500069027,1234,35.0967007963595%,79903783,16%,1194,0.339590443686006,110463334,0.22,709,0.20164960182025,64007252,0.13,1361.76,337.5,0.852156557110043,2200,757.0,98.63,33.97,164,3049201.38,4113628.91,28908968,21341,21.4390243902439,37.2274051573282,336,1,11.8085893060295,23.7216563256955,97,1,283,42379714,0.08,0.08,2276,224095226,0.65,0.45,607,76083828,0.17,0.15,1952,190391112,0.56,0.38,957,0.27,233594087,0.47,2559,0.73,266474940,0.53,1191,0.47,125850105,0.47,0.53,140624835,0.53,3137.79,22084.73,3,414908,0,53.69,48.92,209,0,5112955.15,5548110.87,26899635,0,85,213.34,189.11,655,0,25197528.39,22789961.63,85875353,0,115.29,129.89,580,0,13041553.72,14007948.76,59386977,0,117.83,99.53,340,0,11883998.38,10633369.38,44916098,0,9.06,31.45,247,0,2131674.36,7560309.31,59839686,0,122,0.0346985210466439,4886966,0.01
T117,1,3557,506064202,1197,33.6519538937306%,77037675,15%,1212,0.340736575766095,111895790,0.22,727,0.204385718301939,65596346,0.13,1358.62,336.13,0.875710791706139,2200,757.0,98.31,33.78,164,3085757.33,4108446.11,27691560,21341,21.6890243902439,36.1991034905683,300,1,11.1293224627495,22.5183621590712,97,1,279,41951308,0.08,0.08,2303,228945036,0.65,0.45,604,75845432,0.17,0.15,1978,195050912,0.56,0.39,975,0.27,235167858,0.46,2582,0.73,270896344,0.54,1193,0.46,126293988,0.47,0.54,144602356,0.53,3374.57,23010.69,4000,414908,0,50.25,43.18,195,0,4924038.65,5253974.89,26899635,0,85,207.86,184.75,649,0,25074100.49,22946475.32,85875353,0,111.49,129.75,580,0,12935188.33,14198337.99,59386977,0,116.94,99.94,358,0,11929304.38,10641146.51,44916098,0,9.45,32.45,250,0,2180715.98,7600135.01,59839686,0,89,0.0250210851841439,3662640,0.01
T118,1,3259,495204267,1000,30.6842589751457%,66869930,14%,1132,0.347345811598649,108010817,0.22,677,0.207732433261736,63800322,0.13,1345.07,327.11,0.901558226015723,2200,757.0,98.48,34.32,167,2965295.01,3787927.56,24102475,20612,19.5149700598802,30.3084258608352,221,1,10.4415464866523,21.4773969627702,97,1,296,44699721,0.09,0.09,2125,221169575,0.65,0.45,598,76550763,0.18,0.15,1823,189318533,0.56,0.38,838,0.26,229334971,0.46,2421,0.74,265869296,0.54,1157,0.48,124319158,0.47,0.52,141550138,0.53,8537.13,51283.87,4000,414907,0,43.28,37.02,167,0,4372285.88,4414744.3,25281907,0,89,178.94,164.66,605,0,22546030.67,21269784.93,83604012,0,90.2,114.08,527,0,11117957.66,13495511.9,57869412,0,101.19,90.38,345,0,10787621.41,9657402.56,43371469,0,10.02,31.79,225,0,2265674.79,7889955.6,58041368,0,273,0.0837680270021479,13889425,0.03
T119,1,3174,490342233,986,31.0649023314429%,65132869,13%,1128,0.355387523629489,107807540,0.22,668,0.210459987397605,63662247,0.13,1338.64,329.01,0.95681583403894,2200,757.0,99.53,34.01,167,2936181.04,3684698.1,24087478,20612,19.005988023952,29.903760694712,223,1,10.6988027725267,21.8922673450814,97,1,300,44972967,0.09,0.09,2098,219109014,0.66,0.45,611,77638705,0.19,0.16,1787,186443276,0.56,0.38,776,0.24,226260252,0.46,2398,0.76,264081981,0.54,1143,0.48,123490359,0.47,0.52,140591622,0.53,6380.02,41927.65,4000,414907,0,42.41,36.85,169,0,4292962.88,4417446.23,25281907,0,90,170.14,160.49,595,0,21690372.82,21060196.06,83604012,0,88.66,113.35,507,0,10642934.63,13345507.43,63749168,0,96.17,86.36,327,0,10507312.63,10037616.28,50061709,0,7.99,25.37,165,0,2164461.45,8343178.28,64731608,0,216,0.0680529300567107,10579792,0.02
T120,1,3293,503295165,887,26.9359246887336%,60644496,12%,1153,0.35013665350744,112016157,0.22,660,0.200425144245368,71213250,0.14,1355.29,348.05,0.910278866211991,2200,757.0,97.96,34.97,166,3031898.58,3733907.04,22875135,20612,19.8373493975903,28.4494882985068,206,1,9.60977831764348,20.8438297464462,97,1,347,53598582,0.11,0.11,2039,217981993,0.62,0.43,669,87084320,0.2,0.17,1717,184496255,0.52,0.37,907,0.28,231714590,0.46,2386,0.72,271580575,0.54,1220,0.51,134183286,0.49,0.49,137397289,0.51,5225.67,35164.15,4000,414907,0,43.76,38.14,173,0,4779450.03,4896257.26,25435697,0,89,193.08,182.27,653,0,25228263.8,23948939.94,85802653,0,98.03,122.62,558,0,12155727.29,14279546.28,65844582,0,104.0,92.59,340,0,11995944.97,11790642.19,52191202,0,11.23,34.8,228,0,2531526.35,8681342.59,66827022,0,168,0.0510173094442757,7619174,0.02
T121,1,3289,501970920,898,27.3031316509577%,59218427,12%,1235,0.375494071146245,116765241,0.23,684,0.207965947096381,72909666,0.15,1342.4,352.8,0.970538216077226,2200,757.0,99.64,34.87,166,3023921.2,3668905.29,22723193,20440,19.8132530120481,27.714476125836,181,1,8.95986622073578,19.9192614721949,97,1,361,55382916,0.11,0.11,2093,217777573,0.64,0.43,702,89549176,0.21,0.18,1752,183611313,0.53,0.37,835,0.25,228810431,0.46,2454,0.75,273160489,0.54,1258,0.51,137139618,0.5,0.49,136020871,0.5,5013.79,33699.39,4000,414907,0,44.26,39.46,188,0,4720804.35,4796861.82,25435371,0,90,209.55,214.54,740,0,25726539.96,24477389.99,85799804,0,109.79,140.43,548,0,12395382.64,14692648.92,65841669,0,108.21,104.18,375,0,12115856.9,11956706.07,52188425,0,9.74,30.45,194,0,2390508.8,8573278.5,66824109,0,160,0.0486470051687442,6987513,0.01
T122,1,3609,529479434,1181,32.7237461900803%,70763718,13%,1282,0.355223053477417,121429302,0.23,734,0.203380437794402,80778938,0.15,1348.9,342.18,0.918344654929706,2200,757.0,99.59,33.99,166,3189635.14,4102086.94,25946402,20440,21.7409638554216,34.3682254103005,303,1,11.1310612357993,23.3755432489338,97,1,392,59347052,0.11,0.11,2334,238558574,0.65,0.45,752,93733052,0.21,0.18,1974,204172574,0.55,0.39,883,0.24,231573808,0.44,2726,0.76,297905626,0.56,1366,0.5,143640453,0.48,0.5,154265173,0.52,7351.26,45326.35,4000,414907,0,51.34,44.42,191,0,4984697.34,4903282.24,25435371,0,88,216.9,210.55,744,0,25556191.42,24081022.2,85799804,0,116.22,141.48,554,0,12560714.28,14531207.95,65841669,0,116.47,104.34,378,0,12196025.15,11706120.1,52188425,0,9.62,31.22,198,0,2305899.05,8278764.14,66824109,0,117,0.0324189526184538,4787409,0.01
T123,1,3313,500148205,920,27.7693932991246%,51878938,10%,1198,0.361605795351645,112265047,0.22,607,0.18321762752792,70808573,0.14,1353.59,351.58,0.865838161485912,2200,757.0,98.37,38.75,163,3068393.9,3937369.3,23025743,23466,20.3251533742331,30.9679012303406,201,1,9.37730153939028,20.7568041713297,97,1,338,55572694,0.1,0.11,2098,217646232,0.63,0.44,704,90051939,0.21,0.18,1732,183166987,0.52,0.37,877,0.26,226929279,0.45,2436,0.74,273218926,0.55,1312,0.54,136479672,0.5,0.46,136739254,0.5,4323.14,26819.01,4000,414906,0,48.99,41.97,158,0,4823202.51,4655883.95,25880537,0,91,218.86,212.8,725,0,26133222.72,24460307.91,85357471,0,112.29,132.89,571,0,12888796.26,14144641.38,65399336,0,111.31,98.0,322,0,11907910.14,11490188.1,51746092,0,9.49,32.18,237,0,2418215.48,8290317.43,66381776,0,121,0.0365227890129791,5818557,0.01
T124,1,3495,503915291,1044,29.8712446351931%,54435427,11%,1255,0.359084406294706,114439194,0.23,675,0.1931330472103,73607841,0.15,1350.86,345.52,0.883053892705234,2200,757.0,98.69,38.35,161,3129908.64,4004944.49,23699438,23466,21.7080745341614,34.735363779503,238,1,10.119313304721,21.9604111612703,97,1,351,56762857,0.1,0.11,2209,218452138,0.63,0.43,708,89589216,0.2,0.18,1852,185625779,0.53,0.37,935,0.27,228700296,0.45,2560,0.73,275214995,0.55,1380,0.54,138727518,0.5,0.46,136487477,0.5,9437.04,52713.8,4000,414906,0,56.87,50.81,203,0,5144204.64,4844726.43,25880537,0,90,237.24,226.84,753,0,27040621.27,24807882.5,85357471,0,119.14,140.28,609,0,13351727.0,14436523.46,65399336,0,125.38,109.51,351,0,12454397.26,11587377.79,51746092,0,9.92,34.78,282,0,2412852.77,8152291.68,66381776,0,144,0.0412017167381974,9080655,0.02
T125,1,3185,490976867,1023,32.1193092621664%,52227068,11%,1236,0.388069073783359,113488580,0.23,625,0.196232339089481,70713049,0.14,1329.11,341.73,0.952013465301542,2200,757.0,100.73,38.47,163,3012128.02,3848508.49,24222152,23466,19.5398773006134,28.7617384299996,187,1,9.51805337519623,20.8877203888704,97,1,372,58406278,0.12,0.12,2065,211090974,0.65,0.43,683,87854350,0.21,0.18,1754,181642902,0.55,0.37,748,0.23,221479615,0.45,2437,0.77,269497252,0.55,1282,0.53,135484171,0.5,0.47,134013081,0.5,6728.68,41171.16,4000,414905,0,46.25,40.7,175,0,4517688.57,4582147.76,25113130,0,92,222.22,240.13,785,0,25233705.1,24020295.73,83251411,0,118.93,148.31,607,0,12636716.26,14549980.71,63588822,0,109.43,108.51,363,0,11357620.63,10956907.03,49927268,0,7.04,23.79,161,0,2119254.22,8068701.17,64571262,0,215,0.0675039246467817,9671844,0.02
T126,1,3200,490935166,1013,31.65625%,54130582,11%,1213,0.3790625,113855258,0.23,641,0.2003125,71871557,0.15,1345.95,360.53,0.910170267292846,2200,59.5,99.53,38.86,163,3011872.18,3801710.81,23000953,23466,19.6319018404907,29.0261604132545,184,1,9.3259375,20.6480128252479,97,1,368,58140500,0.12,0.12,2021,209098891,0.63,0.43,667,87250717,0.21,0.18,1722,179988674,0.54,0.37,811,0.25,223695775,0.46,2389,0.75,267239391,0.54,1300,0.54,136727182,0.51,0.46,130512209,0.49,4868.21,30903.98,4000,414905,0,46.2,40.63,174,0,4765991.64,4980888.29,25908875,0,93,223.56,234.45,754,0,26832840.68,25827051.74,85407374,0,114.9,140.31,620,0,13087611.71,14656111.31,65663932,0,112.52,109.35,356,0,12433019.45,12679261.73,52010511,0,8.67,28.97,204,0,2370854.38,8364205.81,66646372,0,185,0.0578125,8004697,0.02
T127,1,3655,506899785,1422,38.9056087551299%,69650824,14%,1336,0.365526675786593,118556296,0.23,758,0.207387140902872,75955490,0.15,1353.66,358.81,0.925078285211528,2200,59.5,99.88,37.34,164,3090852.35,3996703.2,27543552,23466,22.2865853658536,37.7865761933518,314,1,11.0902872777017,22.4889330272101,97,1,405,60353307,0.11,0.12,2390,223801973,0.65,0.44,726,90172834,0.2,0.18,2069,193982446,0.57,0.38,860,0.24,222744505,0.44,2795,0.76,284155280,0.56,1435,0.51,143224574,0.5,0.49,140930706,0.5,8784.15,50240.66,4000,414905,0,55.55,46.46,173,0,5223489.05,5489912.74,27019690,0,86,237.55,241.19,795,0,26901639.79,26642028.94,87542079,0,123.25,151.14,627,0,13019246.47,14849500.34,67798637,0,127.24,117.85,382,0,13006857.28,13593707.71,54145216,0,8.65,31.55,259,0,2225977.15,8046625.74,68781077,0,174,0.0476060191518467,8210251,0.02
T128,1,3721,523237621,1427,38.3499059392636%,72353297,14%,1345,0.361461972588014,121170804,0.23,765,0.205589895189465,77390849,0.15,1354.9,357.97,0.915986771717805,2200,59.5,99.62,37.27,165,3171137.1,4111767.57,29071345,23351,22.5515151515151,38.0731654524333,319,1,11.0709486697124,22.4794844913675,97,1,417,64229690,0.11,0.12,2440,230645964,0.66,0.44,739,94686084,0.2,0.18,2118,200189570,0.57,0.38,864,0.23,228361967,0.44,2857,0.77,294875654,0.56,1455,0.51,148709942,0.5,0.49,146165712,0.5,9090.77,51106.06,4000,414905,0,56.27,47.12,180,0,5442081.9,5643499.37,27018569,0,86,242.62,242.49,805,0,28296328.23,27331768.49,87538867,0,124.57,150.83,642,0,13621711.95,15244169.75,67795425,0,130.76,118.47,386,0,13841789.16,14013439.09,54142004,0,9.2,33.09,263,0,2331590.62,8339577.56,68777865,0,141,0.0378930395055092,6644987,0.01
T129,1,3501,535604319,1316,37.5892602113681%,72548424,14%,1314,0.375321336760925,121685335,0.23,725,0.207083690374178,78239367,0.15,1352.66,365.21,0.94805309961305,2200,59.5,100.06,34.39,164,3265879.99,4269958.73,29358506,57423,21.3475609756097,37.5145933996497,325,1,11.6763781776635,23.8904782974024,97,1,353,59339957,0.1,0.11,2314,234177278,0.66,0.44,688,92569459,0.2,0.17,1979,200947776,0.57,0.38,834,0.24,242087084,0.45,2667,0.76,293517235,0.55,1406,0.53,146623099,0.5,0.47,146894136,0.5,9139.77,53168.68,4000,414904,0,56.52,49.01,178,0,5728643.97,6330581.43,30165218,0,92,233.79,230.37,759,0,28188104.02,26874840.94,89192414,0,121.18,144.32,458,0,13567979.25,15278589.51,68866569,0,128.62,114.87,387,0,13877021.64,13593634.49,54226830,0,8.87,31.63,254,0,2407486.67,8753349.75,69920452,0,281,0.0802627820622679,14601484,0.03
T130,1,3683,545374101,1508,40.9448818897637%,83750259,15%,1403,0.380939451534075,124469564,0.23,789,0.214227531903339,80863725,0.15,1336.63,350.16,1.00682570897071,2200,59.5,101.06,33.51,166,3285386.15,4206616.43,28893951,31018,22.1867469879518,37.5253619967901,310,1,10.9294053760521,22.4731334884144,97,1,389,60635933,0.11,0.11,2472,242954584,0.67,0.45,760,95145088,0.21,0.17,2101,208445429,0.57,0.38,822,0.22,241783584,0.44,2861,0.78,303590517,0.56,1541,0.54,151777191,0.5,0.46,151813326,0.5,9994.97,55990.46,4000,414904,0,56.14,46.9,181,0,5470214.31,5799146.43,29145867,0,90,229.86,234.81,789,0,26473920.52,25676129.0,87007134,0,116.79,149.12,685,0,12640302.28,14925987.72,66881150,0,126.63,113.15,382,0,13107248.28,12767396.53,53082643,0,7.56,27.34,212,0,2155307.6,8427018.28,67735822,0,235,0.0638066793374966,12060958,0.02
