Task ID,TF1,TF2,TF3,TF4,TF5,TF6,TF7,TF8,TF9,TF10,TF11,TF12,TF13,TF14,TF15,TF16,TF17,TF18,TF19,TF20,TF21,TF22,TF23,TF24,TF25,TF26,TF27,TF28,TF29,TF30,TF31,TF32,TF33,TF34,TF35,TF36,TF37,TF38,TF39,TF40,TF41,TF42,TF43,TF44,TF45,TF46,TF47,TF48,TF49,TF50,TF51,TF52,TF53,TF54,TF55,TF56,TF57,TF58,TF59,TF60,TF61,TF62,TF63,TF64,TF65,TF66,TF67,TF68,TF69,TF70,TF71,TF72,TF73,TF74,TF75,TF76,TF77,TF78,TF79,TF80,TF81,TF82,TF83,TF84,TF85,TF86,TF87,TF88,TF89,TF90,TF91,TF92,TF93,TF94,TF95,TF96,TF97,TF98,TF99,TF100,TF101,TF102,TF103,TF104,TF105,TF106,TF107,TF108,TF109,TF110,TF111,TF112,TF113,TF114,TF115,TF116
T30,12,4122,209100396,909,22.0524017467248%,50022680,24%,1089,0.264192139737991,64319591,0.31,683,0.165696263949539,36838490,0.18,1514.44,426.82,0.42679019929687,2200,757.0,69.2,54.36,116,1802589.62,2786579.17,20902535,7992,35.5344827586206,80.0733827603571,758,1,12.9252789907811,14.6640862272314,75,1,389,29668125,0.09,0.14,2013,117631278,0.49,0.56,637,43935668,0.15,0.21,1765,103363735,0.43,0.49,1720,0.42,61800993,0.3,2402,0.58,147299403,0.7,1428,0.59,82254666,0.56,0.41,65044737,0.44,3.09,4.43,3,24,-15,131.24,158.41,495,0,4955115.63,5103054.56,16158324,0,22,265.13,259.28,767,0,11632492.82,10161225.44,34203756,0,189.09,260.23,733,0,7407358.13,9059861.75,24320464,0,190.36,189.93,681,0,7918687.15,6555008.4,22360572,0,20.43,77.09,688,0,615525.03,2387624.14,22809936,0,349,0.0846676370693838,15029786,0.07
T31,1,5836,319952799,928,15.9013022618231%,54920336,17%,1397,0.239376285126799,98811391,0.31,942,0.161411925976696,55127892,0.17,1516.65,420.35,0.464968641510509,2200,757.0,70.15,53.86,124,2580264.51,4838543.14,31310810,4460,47.0645161290322,111.948285239465,1065,1,14.7200137080191,18.0812149647459,80,1,348,32142226,0.06,0.1,2907,203098492,0.5,0.63,613,53523690,0.11,0.17,2642,181717028,0.45,0.57,2581,0.44,84712081,0.26,3255,0.56,235240718,0.74,1515,0.47,108669780,0.46,0.53,126570938,0.54,3.57,5.18,3,24,-29,181.17,219.37,789,0,7515213.21,7560594.51,34112139,0,19,336.67,328.21,1101,0,15854492.6,14114292.35,52667363,0,262.13,344.75,1057,0,10967133.17,12768049.63,42919731,0,248.15,247.16,980,0,11087085.35,9328363.11,39506883,0,38.28,133.55,871,0,1122134.77,3947792.96,26161144,0,862,0.147703906785469,30335426,0.09
T32,459,4888,600925060,1536,31.4238952536824%,105932379,18%,1294,0.264729950900163,134254469,0.22,940,0.192307692307692,99480688,0.17,1333.43,217.56,-0.313406145968812,2100,757.0,86.82,39.91,149,4033054.09,8115797.24,69602767,16821,32.8053691275167,57.9441340748172,311,1,9.57201309328968,15.2883923262203,75,0,400,43506614,0.08,0.07,3404,388197627,0.7,0.65,748,105412116,0.15,0.18,3056,326292125,0.63,0.54,1084,0.22,169220819,0.28,3804,0.78,431704241,0.72,1703,0.45,174840685,0.41,0.55,256863556,0.59,-11.73,38.78,2,19,-125,89.3,93.11,388,0,6049033.99,6930382.59,53006421,0,48,198.14,150.99,527,0,14906568.9,12524553.01,55036762,0,69.63,112.8,464,0,5526653.63,10116408.07,45004291,0,150.21,130.79,452,0,11085504.09,10559007.81,55036762,0,4.72,24.78,394,0,240875.38,1769344.85,39336380,0,935,0.191284779050736,32834705,0.05
T33,1,5898,327142919,1041,17.6500508646998%,62667552,19%,1435,0.243302814513394,101236002,0.31,963,0.163275686673448,58008786,0.18,1489.73,404.74,0.550063886873537,2200,757.0,74.06,52.22,125,2617143.35,4732036.76,30269948,4460,47.184,106.030685150801,994,1,13.919464225161,17.8862531232708,80,1,371,35070249,0.06,0.11,3105,212393873,0.53,0.65,682,59464209,0.12,0.18,2794,187999913,0.47,0.57,2422,0.41,79678797,0.24,3476,0.59,247464122,0.76,1637,0.47,116544359,0.47,0.53,130919763,0.53,3.82,5.06,3,24,-21,149.64,169.63,613,0,6747408.28,6679972.6,33194033,0,31,303.13,274.44,924,0,15585121.19,14711205.05,56846958,0,222.86,289.36,878,0,10281080.23,12465200.11,47006974,0,215.67,195.36,797,0,10510700.67,9047228.28,39011174,0,26.07,103.36,776,0,780712.15,3141173.31,23423542,0,729,0.123601220752797,25159889,0.08
T34,706,2539,428536374,367,14.4545096494682%,35342375,8%,829,0.326506498621504,109388318,0.26,452,0.178022843639228,65396430,0.15,1330.1,254.88,-0.0205358753323583,2200,785.5,74.68,50.81,136,3151002.75,6737401.08,59525227,16821,18.6691176470588,34.1621525792113,310,1,6.77865301299724,12.5920034632617,75,1,263,33098400,0.1,0.08,1412,265032160,0.56,0.62,547,93177816,0.22,0.22,1128,204952744,0.44,0.48,864,0.34,130405814,0.3,1675,0.66,298130560,0.7,909,0.54,115163724,0.39,0.46,182966836,0.61,-12.27,41.73,2,25,-95,73.55,109.34,384,0,4467444.11,5578104.23,50151118,0,58,158.61,157.8,513,0,12021933.6,12746133.25,52077023,0,56.34,88.74,437,0,4521989.99,7104116.07,28731903,0,104.77,121.68,418,0,7818894.42,9836131.71,52077023,0,6.15,25.1,125,0,219407.09,903728.98,10174793,0,801,0.315478534856242,26873722,0.06
T35,697,2199,389831692,431,19.5998180991359%,20091114,5%,460,0.209185993633469,72475671,0.19,287,0.130513869940882,47355481,0.12,1403.06,227.45,-0.730364924658427,2100,785.5,59.52,43.0,131,2975814.44,6978691.81,56629693,16821,16.7862595419847,32.6783879730432,311,1,5.3537971805366,7.27625758084933,59,1,185,22361141,0.08,0.06,1058,213024955,0.48,0.55,382,72153889,0.17,0.19,861,163232207,0.39,0.42,956,0.43,154445596,0.4,1243,0.57,235386096,0.6,669,0.54,88480909,0.38,0.46,146905187,0.62,-19.68,47.65,3,27,-107,75.44,119.12,391,0,3803695.75,5635465.09,43787544,0,58,145.84,171.58,523,0,9105845.32,13252894.13,62831567,0,41.4,98.9,468,0,3030337.83,9760750.06,54202324,0,101.98,133.14,396,0,5823512.11,7342792.32,44103725,0,9.13,30.13,149,0,467568.1,1868010.8,19221510,0,723,0.328785811732605,20359365,0.05
T36,262,4156,500027098,1510,36.3330125120308%,89708355,18%,1010,0.243022136669874,112404944,0.22,812,0.195380173243503,83864672,0.17,1347.16,216.74,-0.387523239262869,2100,59.5,83.9,41.62,145,3448462.74,7476379.77,59780877,16821,28.6620689655172,59.7778550470238,459,1,11.5269489894128,18.2090546346891,75,1,265,30817997,0.06,0.06,2903,320078660,0.7,0.64,573,88464362,0.14,0.18,2595,262432295,0.62,0.52,988,0.24,149130441,0.3,3168,0.76,350896657,0.7,1165,0.37,130647453,0.37,0.63,220249204,0.63,-10.76,39.25,3,22,-116,89.89,99.5,388,0,5646614.97,6280957.66,48805044,0,53,187.72,159.69,526,0,13376812.85,12956837.32,50724788,0,89.82,134.15,464,0,7049851.51,11882703.54,44325441,0,141.46,131.19,440,0,9858555.92,10064509.99,50354895,0,5.06,23.75,394,0,228358.2,1358750.92,38657530,0,837,0.201395572666025,28562699,0.06
T37,3,5891,536846595,1849,31.3868613138686%,111440399,21%,2026,0.343914445764725,167512998,0.31,1368,0.232218638601256,108984642,0.2,1289.61,271.13,1.07718301636141,2200,750.0,106.81,29.49,155,3463526.42,5165147.37,34820654,17097,38.0064516129032,69.489931698463,433,1,11.574265829231,20.1731311944899,87,1,446,58930853,0.08,0.11,4628,331278407,0.79,0.62,862,93157757,0.15,0.17,4212,297051503,0.71,0.55,817,0.14,146637335,0.27,5074,0.86,390209260,0.73,2361,0.47,182493453,0.47,0.53,207715807,0.53,2.78,16.12,4,41,-115,106.38,89.09,462,0,7564273.44,7614446.91,40826096,0,57,352.88,312.62,1052,0,30165402.92,30083979.26,102345429,0,183.67,222.4,660,0,17167565.75,21786049.99,66933430,0,216.59,170.38,578,0,16742159.69,14910046.91,55743709,0,2.8,13.99,114,0,498590.83,2757294.02,32354731,0,259,0.0439653709047699,21340522,0.04
T38,3,6593,576091881,2228,33.793417260731%,128602515,22%,2249,0.341119369027756,181583901,0.32,1555,0.235856211133019,116267817,0.2,1293.94,272.14,1.09633029369736,2200,750.0,106.84,28.67,154,3740856.37,5668392.42,40103910,64284,42.8116883116883,77.404697420453,526,1,11.6629758835128,20.344734998872,87,1,525,61468971,0.08,0.11,5190,365622564,0.79,0.63,1020,100446567,0.15,0.17,4695,326644968,0.71,0.57,878,0.13,149000346,0.26,5715,0.87,427091535,0.74,2688,0.47,201465585,0.47,0.53,225625950,0.53,3.55,15.53,5,41,-115,117.76,98.64,512,0,8433956.41,8452602.73,44111378,0,59,392.15,351.37,1179,0,32414899.89,32733117.0,111480393,0,204.08,248.77,945,0,18426534.71,23564153.84,84098420,0,241.23,191.6,637,0,18102071.07,16074843.66,54138278,0,2.58,13.51,114,0,457874.22,2644738.97,32319826,0,604,0.0916123160928257,33614822,0.06
T39,1,6083,551512431,1843,30.2975505507151%,109815447,20%,2214,0.363965148775275,181756944,0.33,1487,0.244451750780864,113842718,0.21,1277.18,263.29,1.10346128170355,2200,750.0,107.71,26.34,155,3558144.72,5442934.93,36169790,48774,39.2451612903225,70.6758966182848,443,1,11.0429064606279,20.1275274920216,89,1,483,59534460,0.08,0.11,4790,346308397,0.79,0.63,982,100036037,0.16,0.18,4291,305806820,0.71,0.55,810,0.13,145669574,0.26,5273,0.87,405842857,0.74,2498,0.47,197091435,0.49,0.53,208751422,0.51,3.11,16.1,5,40,-116,108.33,89.94,462,0,8138113.87,8218048.2,41141995,0,62,381.62,359.7,1188,0,32497629.46,33729417.07,112088987,0,204.33,240.55,936,0,18780214.5,23538287.0,83460077,0,223.42,183.77,561,0,17372538.91,15979232.42,52319502,0,1.54,8.49,82,0,418054.99,2593864.17,32369090,0,332,0.0545783330593457,14173470,0.03
T40,1,6182,556260479,1782,28.8256227758007%,104726156,19%,2293,0.37091556130702,185975518,0.33,1486,0.240375283079909,115446917,0.21,1275.48,262.05,1.03516555069701,2200,750.0,107.58,26.74,155,3588777.28,5402822.17,33593821,48774,39.8838709677419,70.0841752557732,426,1,10.827240375283,19.6465594599157,89,1,495,59769421,0.08,0.11,4853,349468421,0.79,0.63,1013,100906646,0.16,0.18,4335,308331196,0.7,0.55,834,0.13,147022637,0.26,5348,0.87,409237842,0.74,2593,0.48,200462609,0.49,0.52,208775233,0.51,2.45,15.98,3,40,-116,108.82,87.52,450,0,8116206.84,7996779.25,40810163,0,65,391.31,373.02,1239,0,32880883.9,34179044.42,113541692,0,206.6,245.9,964,0,18731332.46,23656867.22,85820935,0,227.52,186.63,554,0,17594714.25,16037415.13,53483664,0,2.44,12.75,141,0,471988.04,2660348.76,31682135,0,662,0.107085085732772,37618618,0.07
T41,1,6695,576374193,2068,30.8887229275578%,114294802,20%,2371,0.354144884241971,188119092,0.33,1575,0.235250186706497,119432412,0.21,1297.84,282.4,1.14097324489336,2200,757.0,106.08,27.35,154,3742689.56,5799207.96,39069417,25586,43.4740259740259,76.1344011164388,493,1,9.99118745332337,18.908411016781,88,1,522,61089907,0.08,0.11,5155,361620273,0.77,0.63,1078,104002627,0.16,0.18,4599,318707553,0.69,0.55,1018,0.15,153664013,0.27,5677,0.85,422710180,0.73,2796,0.49,211007010,0.5,0.51,211703170,0.5,2.86,15.54,3,40,-116,117.7,92.34,474,0,8839837.3,8565580.41,43347728,0,60,412.33,379.37,1284,0,34199159.84,34478563.08,116003936,0,214.86,255.17,1017,0,19323675.58,24134982.16,88437874,0,243.12,195.31,590,0,18588193.56,16520836.87,55689657,0,2.91,14.66,148,0,541219.47,2817829.03,34288304,0,509,0.0760268857356236,26635360,0.05
T42,1,6171,548310053,1728,28.0019445794846%,93426594,17%,2287,0.370604440123156,182840079,0.33,1513,0.245179063360881,116423835,0.21,1276.1,257.05,0.951966285603962,2200,757.0,107.07,26.59,150,3655400.35,5655545.96,40314572,24387,41.14,72.2799395712913,488,1,10.2267055582563,19.7136216426533,88,1,494,58738639,0.08,0.11,4811,342815023,0.78,0.63,1044,100666022,0.17,0.18,4261,300887640,0.69,0.55,866,0.14,146756391,0.27,5305,0.86,401553662,0.73,2680,0.51,202766869,0.5,0.49,198786793,0.5,3.07,16.23,4,39,-117,113.93,92.74,483,0,8480211.83,8655403.42,45153385,0,64,393.49,374.13,1234,0,32524544.84,34161762.9,112518211,0,206.85,253.38,979,0,18683781.27,24263367.03,85659991,0,233.55,191.37,583,0,17897522.54,16456896.16,53080435,0,2.46,12.67,147,0,478874.03,2664455.23,31500335,0,856,0.138713336574299,48583004,0.09
T43,1,6965,596553110,2141,30.7394113424264%,124578550,21%,2536,0.36410624551328,195746142,0.33,1634,0.234601579325197,123407533,0.21,1292.52,283.73,1.1466896785497,2200,757.0,106.58,26.95,151,3950682.85,6400100.29,52245244,46180,46.1258278145695,86.0163786446714,677,1,11.440488155061,21.2581253929891,88,1,523,60032832,0.08,0.1,5411,384162498,0.78,0.64,1091,103682493,0.16,0.17,4843,340512837,0.7,0.57,1031,0.15,152357780,0.26,5934,0.85,444195330,0.74,2924,0.49,216822743,0.49,0.51,227372587,0.51,2.97,15.7,3,39,-117,138.61,121.49,604,0,10222365.18,10916628.37,55310813,0,65,471.82,439.33,1420,0,38499593.8,38308558.52,122427708,0,259.59,301.83,1151,0,22965940.99,27655980.26,94366133,0,280.91,232.2,711,0,21239104.8,19227793.87,63569064,0,2.02,11.91,175,0,448764.36,2622927.8,34062331,0,568,0.0815506101938262,31754557,0.05
T44,1,5850,535730998,1781,30.4444444444444%,98469203,18%,2176,0.371965811965811,177754991,0.33,1384,0.236581196581196,109943078,0.21,1281.5,276.26,1.19903093821398,2200,44.0,108.35,25.78,151,3547887.4,5881814.81,46751703,46180,38.7417218543046,75.2214032995183,579,1,11.7948717948717,21.4515953507773,88,1,490,57751592,0.08,0.11,4678,340261836,0.8,0.64,915,93549121,0.16,0.17,4253,304464307,0.73,0.57,682,0.12,137717570,0.26,5168,0.88,398013428,0.74,2532,0.49,196340518,0.49,0.51,201672910,0.51,2.5,16.62,3,38,-118,127.07,107.12,522,0,9626976.76,9968275.88,49852742,0,77,442.58,391.13,1263,0,37109795.66,36077038.19,114537155,0,243.87,274.43,994,0,22291746.55,26340640.24,87354484,0,262.8,206.55,650,0,20406071.45,17730780.12,58224737,0,1.51,8.89,103,0,412975.45,2628777.37,32509752,0,588,0.10051282051282,28144238,0.05
T45,1,6571,565795026,2108,32.0803530665043%,112740584,20%,2372,0.360980063917212,186626530,0.33,1530,0.232841272256886,116330708,0.21,1296.57,292.27,1.22036823387115,2200,44.0,106.82,26.91,154,3673993.68,6243192.53,50251295,49999,42.6688311688311,83.25761699004,633,1,11.6341500532643,21.2051029753701,88,1,513,57738879,0.08,0.1,5144,361448048,0.78,0.64,1003,98060782,0.15,0.17,4654,321126145,0.71,0.57,914,0.14,146608099,0.26,5657,0.86,419186927,0.74,2710,0.48,203203680,0.48,0.52,215983247,0.52,3.06,15.84,4,38,-118,137.36,114.71,574,0,10235802.66,10508246.42,53287188,0,74,466.62,407.88,1341,0,38081114.55,36392491.61,116835116,0,258.67,289.73,1053,0,22905671.69,26786289.55,89849502,0,276.18,217.09,698,0,20930205.01,18202890.54,61824774,0,2.18,12.8,159,0,483823.15,2755478.44,34428218,0,521,0.0792877796378024,22042256,0.04
T46,1,6240,559394884,1911,30.625%,108156420,19%,2344,0.375641025641025,189319509,0.34,1529,0.245032051282051,120965654,0.22,1286.92,281.82,1.09341846150633,2200,44.0,106.68,27.27,155,3608999.25,5698145.7,36103653,73467,40.258064516129,73.6952163868693,429,1,9.37195512820512,17.637658116517,88,1,509,60995619,0.08,0.11,4855,348391433,0.78,0.62,989,101577560,0.16,0.18,4375,307809492,0.7,0.55,876,0.14,150007832,0.27,5364,0.86,409387052,0.73,2602,0.49,203327670,0.5,0.51,206059382,0.5,3.31,16.56,4,37,-119,111.63,78.04,343,0,8197303.06,7200536.51,33072778,0,74,407.79,389.18,1298,0,34566187.82,36252263.1,121255331,0,207.36,247.9,1027,0,19089331.72,24100213.25,92031308,0,230.07,183.59,589,0,17751518.57,15994445.4,55210289,0,2.6,14.3,172,0,574441.76,3056329.28,36260384,0,298,0.0477564102564102,11295293,0.02
T47,1,6231,573773014,2036,32.6753330123575%,116006512,20%,2357,0.378269940619483,190933121,0.33,1558,0.250040121970791,125068556,0.22,1274.36,269.22,1.19418235031733,2200,757.0,107.98,25.91,157,3654605.18,5939432.46,33222259,24229,39.6878980891719,74.0472695096564,419,1,9.48483389504092,17.5885027236055,88,1,444,55343374,0.07,0.1,5075,375636156,0.81,0.65,1016,101638517,0.16,0.18,4503,329341013,0.72,0.57,703,0.11,142192373,0.25,5528,0.89,431580641,0.75,2671,0.48,205193264,0.48,0.52,226387377,0.52,3.72,17.17,5,36,-120,117.97,85.02,402,0,9097428.27,7958787.33,41458116,0,79,431.28,413.85,1364,0,36695985.61,37367890.54,122683430,0,219.96,266.87,1097,0,20463299.01,25702171.89,95259955,0,246.94,197.08,612,0,19552650.75,17160794.47,57498120,0,2.27,12.68,151,0,518635.97,2913760.69,35370794,0,549,0.0881078478574867,29732844,0.05
T48,1,6558,589399801,2359,35.9713327233912%,137414469,23%,2444,0.372674595913388,196447076,0.33,1643,0.250533699298566,128637747,0.22,1283.99,280.6,1.26603962838693,2200,757.0,107.61,26.38,157,3754138.86,6205753.14,40863890,24229,41.7707006369426,76.8686752754886,432,1,10.0242451967063,18.6803258671423,88,1,460,54601277,0.07,0.09,5273,387202394,0.8,0.66,1070,104406743,0.16,0.18,4663,337396928,0.71,0.57,816,0.12,146995019,0.25,5742,0.88,442404782,0.75,2844,0.5,212800435,0.48,0.5,229604347,0.52,9557.53,62238.36,3,414939,-120,124.99,90.67,429,0,9797726.51,8997027.73,47034521,0,78,447.36,431.16,1400,0,38128268.53,38843234.77,125257270,0,228.12,281.74,1149,0,21502605.29,27167124.18,98265381,0,260.71,210.23,660,0,20657653.23,18439316.21,62619189,0,2.59,15.09,194,0,552453.75,2992551.63,36900442,0,236,0.0359865812747789,13026695,0.02
T49,1,6399,595659167,2365,36.9588998280981%,147463962,25%,2401,0.375214877324582,193533235,0.32,1623,0.253633380215658,130061763,0.22,1274.89,266.84,1.19040196498022,2200,757.0,108.35,25.91,158,3769994.73,6166417.11,42682639,53567,40.5,73.6246073167644,447,1,10.144397562119,18.8836559687624,88,1,493,55607925,0.08,0.09,5124,392707149,0.8,0.66,1045,102550306,0.16,0.17,4572,345764768,0.71,0.58,781,0.12,146944133,0.25,5618,0.88,448715034,0.75,2753,0.49,209452933,0.47,0.51,239262101,0.53,6487.85,51467.99,3,414938,-121,123.11,95.86,433,0,9849977.47,9420964.97,47553460,0,71,444.08,425.38,1372,0,37970443.23,37692589.44,123869629,0,231.95,280.04,1204,0,21732959.89,27057649.33,99766767,0,255.74,209.3,672,0,20591000.04,18469766.6,63391972,0,1.91,10.8,122,0,471439.63,2809201.17,34519517,0,260,0.0406313486482262,11474100,0.02
T50,1,6404,608631219,2183,34.0880699562773%,131370995,22%,2321,0.362429731417863,191787331,0.32,1607,0.250936914428482,126413588,0.21,1291.84,289.12,1.2816321390483,2200,785.5,107.11,26.93,159,3827869.3,6214226.83,37365119,53567,40.2767295597484,71.1222794367172,410,1,9.72423485321673,18.2575454643571,88,1,477,53248523,0.07,0.09,5022,387676258,0.78,0.64,1035,100536426,0.16,0.17,4464,340388355,0.7,0.56,904,0.14,167306478,0.27,5500,0.86,441324741,0.73,2635,0.48,204160960,0.46,0.52,237163781,0.54,4.32,17.26,6,34,-122,117.57,91.27,455,0,9510923.92,8802003.23,46323626,0,74,430.32,407.02,1345,0,37923486.96,37240816.09,122160386,0,225.24,274.39,1170,0,21429201.74,26569376.39,97730953,0,252.94,203.96,638,0,20454158.57,17912638.46,62363768,0,3.09,16.89,189,0,652623.07,3338909.58,38721718,0,223,0.0348219862585883,8709491,0.01
T51,3,6670,622416646,2339,35.0674662668665%,137952845,22%,2411,0.361469265367316,197694479,0.32,1645,0.246626686656671,127862102,0.21,1290.97,286.23,1.26970198046609,2200,785.5,107.48,26.88,159,3914570.1,6408272.15,40882163,53567,41.9496855345912,75.6618726401843,492,1,10.1329835082458,18.8012668687956,88,1,502,55606614,0.08,0.09,5258,397863126,0.79,0.64,1089,104790335,0.16,0.17,4671,348679405,0.7,0.56,909,0.14,168546946,0.27,5761,0.86,453869700,0.73,2721,0.47,210694597,0.46,0.53,243175103,0.54,4.6,16.95,6,34,-122,126.53,103.18,511,0,10087125.44,9569624.28,48627145,0,72,446.63,419.5,1377,0,38954998.36,38079310.98,124033206,0,235.15,282.27,1171,0,22146404.05,27309000.97,99266274,0,267.51,217.0,655,0,21369867.26,18732396.92,64496934,0,2.98,16.57,189,0,626583.56,3274134.46,38721718,0,218,0.0326836581709145,8547648,0.01
T52,2,6968,637300998,2533,36.3518943742824%,147754513,23%,2316,0.332376578645235,187052118,0.29,1640,0.235361653272101,125338710,0.2,1300.79,272.91,1.1343674658852,2200,785.5,106.02,27.29,160,3983131.24,6821431.73,45647009,22790,43.55,81.756949197841,551,1,10.6521239954075,19.3259113501567,88,1,504,53189945,0.07,0.08,5493,410089643,0.79,0.64,1064,98538812,0.15,0.15,4933,364740776,0.71,0.57,970,0.14,173621450,0.27,5998,0.86,463679548,0.73,2707,0.45,204337729,0.44,0.55,259341819,0.56,18393.86,79182.24,4000,414936,0,131.66,107.02,559,0,10547584.51,10282260.3,53418039,0,66,421.6,369.3,1258,0,36677667.93,34426285.57,114111333,0,218.3,264.49,1006,0,20537074.95,25785373.07,88051419,0,263.0,205.42,688,0,21071051.61,18161247.12,69131649,0,3.75,18.99,203,0,704170.45,3452265.47,41083092,0,179,0.0256888633754305,9242451,0.01
T53,3,6557,623508278,2435,37.1358853134055%,144127403,23%,2213,0.337501906359615,181151695,0.29,1483,0.226170504804026,117703383,0.19,1292.7,262.69,1.05765970023003,2200,785.5,106.91,26.39,162,3848816.53,6603639.69,50472597,16551,40.4753086419753,80.3103607570978,606,1,11.5168522190025,20.4587167010236,88,1,486,49887735,0.07,0.08,5246,404186930,0.8,0.65,1020,96036551,0.16,0.15,4712,358038114,0.72,0.57,824,0.13,169033653,0.27,5733,0.87,454474625,0.73,2579,0.45,198692622,0.44,0.55,255782003,0.56,22304.67,88376.02,4000,414935,0,132.38,113.1,569,0,10937169.97,11156543.42,57471163,0,76,416.43,356.11,1178,0,36614316.31,33571823.54,108000524,0,218.91,259.32,955,0,21046770.81,26047861.28,87419637,0,262.46,204.86,707,0,21417868.89,18627217.66,73492850,0,2.33,13.0,152,0,570686.68,3216443.09,38333149,0,282,0.0430074729296934,12307220,0.02
T54,2,5943,590561193,2202,37.0519939424533%,132916910,23%,1896,0.319030792529025,162442724,0.28,1330,0.22379269729093,108926617,0.18,1300.02,266.14,1.0994609485151,2200,785.5,107.03,26.28,165,3579158.75,6063861.77,41844404,21488,36.0181818181818,72.8779862984561,512,1,11.1108867575298,19.5801089728639,88,1,452,47330408,0.08,0.08,4807,377416045,0.81,0.64,869,83927957,0.15,0.14,4390,340818496,0.74,0.58,683,0.11,165414780,0.28,5260,0.89,425146413,0.72,2314,0.44,182099389,0.43,0.56,243047024,0.57,25740.02,95149.42,4000,414934,0,121.19,101.19,503,0,10065831.14,9703279.46,49920822,0,75,372.16,308.14,1016,0,33557167.96,30303121.12,99350385,0,189.7,226.79,751,0,18783686.79,23345942.61,78908989,0,239.57,181.38,623,0,19795302.29,16715651.72,65649064,0,2.21,12.08,119,0,571973.15,3279942.21,37619418,0,623,0.104829210836277,32935409,0.06
